did,beta_merit,n_posts_analyzed
did:plc:c5qlrihsnjqr5w32ri3i2oae,124.26727839759987,66
did:plc:c5qpl3lulv2ywjsnigxwq3yq,28.425191106256293,3
did:plc:c5qqxlo7wbs7xl6kuaezfgnb,0.9524282077824132,243
did:plc:c5s4q2klsfetpstiuvxzmx22,1.7326893890741313,57
did:plc:c5sbfzufgg7lmqvk4ksl2tzp,19.7064940160296,1
did:plc:c5sixmgahyjvnoxe7paxcoph,45.50117124312717,111
did:plc:c5uwrbt6khybjmn7ixbuwxw3,13.928598222159469,2
did:plc:c5v7qatty73rtfswabtsj5fw,1.8596052741383957,123
did:plc:c5vru7qktpsty6crng5yw336,5.252874126029789,3
did:plc:c5vwoll3hfmclav6o5qrdupw,0.3898806359695378,163
did:plc:c5w7if7rcqk6gwyx7g5gwjqh,0.4598485591625518,186
did:plc:c5wsv6ywikpvpijnpnpgawft,1.3785795920557447,102
did:plc:c5wxmu53hf7uuny33meufgyl,0.2865195371015495,1276
did:plc:c5xeh5ozplpba5jxbtbq2egq,83.20979574690797,9
did:plc:c5xsbkr64kjb7hxzvhtu3zfb,1.5388050849007056,1
did:plc:c5y5i4jtz7z3x36uzj5twiq3,51.69155632402349,55
did:plc:c5yqqumqgzmmfsbipfoagofb,4.184053286596129,21
did:plc:c5z2n7a7w6ulmplq4acuaqvg,11.125819825657926,7
did:plc:c626fcrcic3c65ucn37fob2r,5.367189202374511,7
did:plc:c62bj5btknwsf27f7zvlhady,1.1894540251145136,233
did:plc:c62f2mexajjqjwcjjlg2vmse,3.252587536267267,5
did:plc:c62geckuklh6xpnmfyvr7bzx,3.179795372665322,2
did:plc:c62mlrj7nmykuukdzklwjrav,1.490277841665811,161
did:plc:c62x4u2vv7vttrxd64n2f3k5,0.7221677656805562,321
did:plc:c63bfmwfuy5di4dgkt27ym65,6.219407752757126,5
did:plc:c63v7f4xejvibq6rdkk4txce,82.15967616577976,12
did:plc:c63yh2rcyqazonatwp5wcbmn,3.1706388996467245,32
did:plc:c64suhxdxr56ujnz67547xcn,1.5030317208829334,9
did:plc:c65j2npnfdvkousrpdvb2tde,8.292827173231734,38
did:plc:c664b7zlrcs5y5mpvbzjqbcl,7.0768366352656775,9
did:plc:c664jdqhs2d4lhjcqjadk62q,17.44625715576708,2
did:plc:c667435ryazrrlodydwsjng6,4.243939953136849,1
did:plc:c67apsck7u7td4xfb67ufhht,22.217020228328664,5
did:plc:c67ohsu7sikpwok4httfypdz,38.553566076272766,118
did:plc:c67paog27zocoeqju5bji6qt,23.466364224091308,1
did:plc:c67zi7ttgzcuemfod2q5qrgt,2.1792231031166422,3
did:plc:c6aobnmjcps7rzqreorfu7kp,89.20101725726524,47
did:plc:c6cex4y4hlf6joldki66vb7r,0.9901750045126663,288
did:plc:c6eect5kwqo473msqxb7qaf7,5.581393031702914,189
did:plc:c6eosasgkbdkru55fkmaivxe,12.341952703286372,7
did:plc:c6faftp64wbhmzwxxjolksan,1.6509482856286528,3
did:plc:c6flymlumo5vuxk2glofuzi4,0.991677734517888,91
did:plc:c6frmv4f4jru7ycu6lintmfh,0.5404418502349293,660
did:plc:c6g3copcdllpnivb23hnnf4h,1.830402081356517,41
did:plc:c6gkq4cwjb4cof4ptnssnpnp,231.45931189059814,2
did:plc:c6glnibvv63fbrjjzx7xxp6v,0.26785141678866714,4438
did:plc:c6h5yzga7llzwrbfnvlxzxss,33.11671843730773,5
did:plc:c6h6dgckrk3mkl6nij42ch4t,1.390385245429185,316
did:plc:c6hfde3m3vkow2574v7yhwc3,40.34831749317763,115
did:plc:c6hg7wesrxt3b62edpkynj3c,157.0826176297445,26
did:plc:c6iiudid5crowag7d2n2gu5n,6.454441798005602,49
did:plc:c6j337unsikfao2egow5ixfo,1435.1934010738278,1
did:plc:c6jvdnnllohrnre7x6u2is23,2.0597504780812756,1
did:plc:c6k2ozisr2bbitsafwwyistf,19.4961079167692,364
did:plc:c6ku5colexqvvqmwxu2wgyaw,16.455534831290734,18
did:plc:c6l63jnyknve2hc4v5fnluw2,3.3000093609917642,1
did:plc:c6lbsxwrxgwpfovyhosbgz54,3.526987271111628,3
did:plc:c6li4ontfihmpib7z52pjtxs,69.05197254348025,1
did:plc:c6m4upfllvmusknmgto7momd,0.8704879949861865,472
did:plc:c6ngmxs7v5nm7hzipn7lsbnp,36.56765539044607,168
did:plc:c6ntsfqsfhmav4aiepayiub2,26.836290130061048,99
did:plc:c6op6jf7cshqn5rq26uyjj57,91.01586906546065,42
did:plc:c6ospeffmjtwt2fncbpfav3q,7.866954465835887,1
did:plc:c6oyvcopmzgzxgim6fd22fgt,17.21817082746478,1
did:plc:c6pkmxqyskkrll7jm7v5uczz,0.7918650507352156,353
did:plc:c6q2vq47l54o5pwki52cp2hj,57.0832056075919,8
did:plc:c6qackw35lsaaia2o2ly6rzj,0.9020367496164153,6
did:plc:c6qjvjoqlttau5n67fnrytxj,41.89728697387267,10
did:plc:c6r75wh5hwbckwymmvgbn53h,54.42561063074946,1
did:plc:c6rwgto2nbf3y7iwthrzsxla,4.994125474504977,1
did:plc:c6rx6udn4u3x5c7ghy54gfh6,13.000659596924113,1
did:plc:c6sulb24hiwth6nxdljsekao,5.891782846926006,6
did:plc:c6t6kgps3vcuzlcd5dtklx2t,3.291113349931911,1
did:plc:c6tved4sjrbzhkxpc7dg5fg7,1.8383790400090634,30
did:plc:c6uiwnwtbu4mkofs5k4c7jkj,3.128663854590743,1
did:plc:c6uxa5x6suvnampgfcfdya46,0.4669281824802147,408
did:plc:c6vjo4grwrqhquzcwpn6xnck,2.1525386130763553,1
did:plc:c6vlsqycbtmwp3ndwofja3ny,0.8950799219827409,256
did:plc:c6vnaw33qukhkplk3w2a7vtu,9.269473378403944,4
did:plc:c6w6bdd4aujiywlozwviwxzq,13.438807881359986,6
did:plc:c6wkpkaafdwuxd2yenanmfwl,0.1450433199086337,3485
did:plc:c6xhg6rw5dim5nm6rf7r76jz,1.8867517271226506,13
did:plc:c6xowpuoehf6ovuu2h2juu6h,405.16551722009234,1
did:plc:c6yrohtq2ilvdheq7xdwh7dd,30.823916626064534,5
did:plc:c6yz3mkpculn764ql5ljecqk,0.9664444512758,466
did:plc:c6zboce3czjobj4kqfhfjlqr,0.758806184312146,478
did:plc:c6zqgc4pu2h3zzvna3oervtg,10.492600187160553,6
did:plc:c72jdlv76imokqxcttv5h3hb,10.167495504062208,18
did:plc:c72zch2yk7nhct7epv46jp7g,0.3777754880655535,25
did:plc:c7334zl6nlrsybgmqe4rddyo,0.41932140564339454,1166
did:plc:c73wzm76kto2oiyflj4zpfnz,1.6659173006221968,92
did:plc:c753baznz5n2ukgrh6i4eri5,3.3707059633047147,34
did:plc:c75pt6cnzpndscziy2u4tizs,7.100940309563855,1
did:plc:c76gbxtfzc3z5f7byx4ndwbb,119.02189063746843,1
did:plc:c76gz7nlszc3tc2zg67hwuiy,16.355877328400435,86
did:plc:c76tqhwuanv4ls3hq2vonydn,100.9279193539045,18
did:plc:c77dnzyfnoins3d2v3nwmqtj,13.321880570905106,46
did:plc:c77itp235fq2s5ogndozkgdw,9.8934856789523,7
did:plc:c77viqzhwdw7loh7fozt3yxg,2.9262196754721352,17
did:plc:c7alvqcqloqbq7vmk43uy43l,2.2233934153334167,18
did:plc:c7aqwc2ku5l7qpreaooiut6g,7.9143584088329755,1
did:plc:c7bxdzw7monhuzzhfjyo2jbu,0.6619694200760294,13
did:plc:c7c56wiv2fmu4f7fliv2cajy,1.1255361909733133,170
did:plc:c7caearpdyh3ixfvqjw3llmo,11.170842879490538,7
did:plc:c7ce6j72mhj5pe4fkgvf6gzb,0.43980426443890475,529
did:plc:c7cwzbcg72u5fbj4wc6blrgg,0.43567614554471756,220
did:plc:c7d3px7zf7qc3alobwokor3u,2.0548686496266027,16
did:plc:c7d74jj7756mke3eju4xy3tl,0.6186565447497322,293
did:plc:c7da3do22wavw4cbkij6yvvo,2.9621551822669128,113
did:plc:c7ep4slpahrnbn5lthi6trbl,14.986909959929516,1
did:plc:c7ewviauzivdmrhcw2jumaty,0.41117866278539844,409
did:plc:c7fb774u5zl4pmjz7s33nlwh,15.22320299906606,2
did:plc:c7fngtr6cpvw533opcger2jx,0.5871523115809327,638
did:plc:c7fuhp27sutnmg57lqklpgss,2.301683986640378,91
did:plc:c7gfduwpvzwuo4chpaefxx6q,111.02301516277163,1
did:plc:c7gfonn6vxtbbfvu56fmp3ru,22.94364772583139,7
did:plc:c7gmtdgqw5y24g7dkxcd52pj,1.6981538748426352,1
did:plc:c7gphobar6xdfsfkuusaamu6,7.841611428475808,20
did:plc:c7h6qa6xizaad3dryuv67qv4,0.9791693829791182,41
did:plc:c7hieexifp3pcbcqif7tzd7b,47.33412166317821,1
did:plc:c7hupmdebpb3ez455kfduoxb,15.491535381979899,24
did:plc:c7ikc4ud5baorhm6rk53qlo4,5.285866770695973,3
did:plc:c7jh2ahvlst4ap4s43gomgcv,3.970992197784419,1
did:plc:c7kndmabtnjsnoeufb2omhxw,18.78647598335968,18
did:plc:c7koaruh464ygwnsudpo5ro2,5.309710767378183,2
did:plc:c7lfwi6ued24mwntgofmzrst,10.786094092475205,3
did:plc:c7lk7in7kkxvoxw43bpeh5y6,26.26451806565418,44
did:plc:c7lknuuofu6ivl2nqme7uafy,28.47634579123078,1
did:plc:c7lzsq6djrsjglznmbrihch6,13.420905197656635,17
did:plc:c7msadws3m2ar2zngamwq3jf,4.416307403074449,15
did:plc:c7myrid5havxrsy3w3ab4wxn,22.61497118333714,2
did:plc:c7nf64t4v4eyjqaomaoltqio,1.2467286284236632,132
did:plc:c7nhhrfbnlftca7pgpyafuyk,46.71052433542834,2
did:plc:c7o7d3m2h6aw542r3im4ebf6,8.61271532148064,29
did:plc:c7oaznv4c7p7egki7jff2jyl,12.768974396445401,12
did:plc:c7ocgtuam5t56eb72y7d4hnu,3.7144407245281013,1070
did:plc:c7ovyaqzxqim5wp35m3nykal,6.173979574262017,55
did:plc:c7ozmxoc5b2ky4iam2o36uic,4.13474309891303,4594
did:plc:c7p4ggdxm3dusue7lq4lm2al,11.154421878670949,1
did:plc:c7pef562yedwewq3xnwc7v4m,80.27174357287524,1
did:plc:c7qevmmsrz2kfelkas5inxg2,20.929907740214226,53
did:plc:c7qfmvp7p7q6oh3wsjd2wahl,43.466917932002794,6
did:plc:c7qvnamaw5dsqccrtwbedxew,38.6100804258006,2
did:plc:c7r4rm66lzypoqp53vfkbcly,12.994823963751825,22
did:plc:c7rpr6fm2nnw2dk2laddjaob,0.4421210968566551,68
did:plc:c7rudv5ax4tnpdnuq7orh6cv,6.893328575541333,1133
did:plc:c7thyuow4x4o2slj2dgogvim,0.8001419013005221,562
did:plc:c7tobxfe6774rzamri22op7v,0.7454324908719437,560
did:plc:c7tvbviinyskhaoj4xsvvkb2,1.0869888168314144,1
did:plc:c7uyysugaszmgp3ko6zojujq,1.9683619128551406,1
did:plc:c7vjtvotebz76jq4y4z5qjti,0.4146805587477501,1703
did:plc:c7vqw26ejxgheeuju7luuydk,9.497818764595277,8
did:plc:c7vsccospwwift4iqyxodgfc,10.431841542030732,18
did:plc:c7vyv3rfip6mejhnzairvkd3,0.7431284149364044,593
did:plc:c7w36ozrbsrma6jug24stdzn,18.874816229236465,1
did:plc:c7wc5k55ulsrppsfvsgaojge,72.68136805181452,11
did:plc:c7wqbj2txutik6mlkw6ssvtw,0.4749477668973271,58
did:plc:c7wxsardaankmdocxzl5tjub,7.97868027012961,56
did:plc:c7xjyfaaxlad2ul4iba5koz7,14.695265570206184,6
did:plc:c7yjzjpytbeeaw3vekfjsfur,4.663278103990826,1
did:plc:c7yzffygjzazyut4tkjfx5n2,13.573809435139014,4
did:plc:c7zetu3ahumiyf4f5q3qtcqd,0.14616672329514685,2986
did:plc:ca24ducfib5mkmjk7p3whsn4,8.155517260954042,8
did:plc:ca3yoxp2tlyqpufgyd36bcn3,3.8958752151244527,7
did:plc:ca4ntrriyxjglss4536sj6gv,57.03170298296081,3
did:plc:ca5og5dzdlmoedpdbpbtkkeo,5.512914785512049,1071
did:plc:ca5r7drvyift7w46fyzrt2ga,14.539219076665704,2
did:plc:ca5x2p2pk4ngwxsylngjooyo,0.3221561363036849,833
did:plc:ca6nu2hj6pn7ks7fspvrm57v,7.185470503349651,6
did:plc:ca6oo3abq56fwji34zxodzos,1.2157564554597555,80
did:plc:ca75ybxcygtgjumreojmgfzl,14.679525002914625,90
did:plc:ca7ctmyjjiekitljy54e2kxn,1.0649719753137494,1
did:plc:ca7e6tmuditpc3muorqjl3nb,6.876789699933749,1
did:plc:caaxgp4sqsdb6fmvdl3cjc3i,0.1445969772568246,2939
did:plc:cabjqsv77bb5o276d2syxctv,18.731834024111887,49
did:plc:cabxydbnwc5flo4jzf3fw3di,62.549858786764375,2
did:plc:cac432bs3x7jrsf3xxb5mzck,1.7715968665114614,288
did:plc:cacrnig5hboipsv2xuawffnk,2.1317521022259167,92
did:plc:cacu2ihjyfv257d4jymjxdxx,47.154533362876066,1
did:plc:cad4as4enfh7gyejahu2oxql,1.7691552154587962,106
did:plc:cadcidffedyhht62tvrigkfu,21.904121971342622,1
did:plc:cadjwhyzvwo6q2ncdcag3ncs,2.510547690810738,84
did:plc:cadqdi73y42n3mxooenna6nk,11.103491621217513,71
did:plc:caeeapyujozguayrl76pvd3e,790.4075631957887,1
did:plc:caeecnxm6yyrk6b6waxdesg4,1.2945802617611428,18
did:plc:caeyzqoqvtuhsmctjdn7kp7o,0.4912308092249422,168
did:plc:cafvjmutewqz6sdj3efehynu,12.521615211426123,3
did:plc:cag6hi65umgqutbgqoyl7ko5,175.72704094871037,2
did:plc:cagbvqdcyfbudcb2hwyvfvda,1.6525877624288667,142
did:plc:cagurwws4lw62nx4bg22mspj,1.3954437129259107,33
did:plc:cah6r3tbswy7hvvlb67aknqo,12.67456681315223,10
did:plc:cahejdcymfjy2o3ljhfx3fbp,4.291941305811717,2
did:plc:cahypn76f2keivu3tbedpq6l,15.872162050976229,7
did:plc:cai7owkqmfrarmxhlwev25ih,17.018944575194986,1
did:plc:caijo6vxbjxqnvfdkdvhcppg,274.64730216953734,12
did:plc:caikpmfrqirjzza3re3x3qxb,85.16533030011772,2
did:plc:caio7pgof5wycvv7jaihhizi,76.60956086099618,8
did:plc:caipzbbrapzxwmyqukacfqg3,59.68365378159672,9
did:plc:cais77f67mbp4yof4ol44vp4,4.216683849175274,1
did:plc:caj7dzw3dt2jbno4opjear77,80.90900006976686,4
did:plc:cajnqhmfcvbtctc7lldiyf5b,56.858263534248216,1
did:plc:cajplovffvdeh227lu5ybm2d,0.29387398373391826,1951
did:plc:cajqz7jzvhnagwa7s563xd5k,18.65828405664281,26
did:plc:cak4klqoj3bqgk5rj6b4f5do,5.84270138085652,1430
did:plc:cakjm3ccffr3swripctk3xip,42.02975702665875,2
did:plc:cakq6h2l6aa4fygvisnd3ltm,1.5776363408456755,12
did:plc:cakr6f2nvmcso3ekjmumibkq,8.87439621719918,1
did:plc:cakwbuh7mddm7nnwp2dvbpmq,0.36245380149468404,3756
did:plc:calkhdarvjwn5zcpdxzlbiqa,3.8326807269302994,28
did:plc:camkmig2rggulqskogoyhmba,12.814435847268742,1
did:plc:camthuqpkksjuajdnfvbumlz,2.4166653132749674,71
did:plc:can5m4as4kykhthfkddfrp7h,33.17678897353734,6
did:plc:can76wejki4hqipcz637twdt,1.0969992892183438,195
did:plc:canf5lnty4iat7ixguyqmixq,17.53635258445215,490
did:plc:caniuqyl3rjkqm5ylf4uckgo,20.85193724637993,10
did:plc:caohk5ypnjgggo6sjnnpy4na,11.269108617266397,14
did:plc:caoilfvxiz7muekci2df4xpd,42.10110884249695,10
did:plc:capo5e47lg3446rzxzbqj4gh,0.4651543279685641,434
did:plc:caqidh62z7xvqhm5lxbz2esf,22.47013588074091,13
did:plc:caqquqzuxozvx2oshx5cgjot,0.9759412491258166,204
did:plc:car67gl2h4eorfrosfldu5c4,25.58505839676194,2
did:plc:car6k2vjhxc7yxdqld36od2q,8.149874600997705,1
did:plc:carj4mhaflwfubqzioy5wxl3,45.99286734508994,14
did:plc:cas64ictcewfyhoy35u5ywoe,17.878818998445578,54
did:plc:casdtkgefxk6e6c62pi7zcn4,1.7455715206963218,7
did:plc:catfvalqwdd3727v3kl63ogi,26.404277879159253,40
did:plc:catisac35nd4h5235pfu352y,3.468932911028808,7
did:plc:catkemwdohxcbq6dx7wxxjfn,470.3645354868197,4
did:plc:cau4z6gc3g62a2dfnmemeckk,126.76751013754472,4
did:plc:cau5eglmhacxw6jpnxtbvpgz,28.878570210945163,21
did:plc:cau74fsnyvm2zs44kyx5fk4f,53.692787569414776,6
did:plc:caufor4j6xpj7qccnszys33x,9.604709304396566,1
did:plc:cauiuy77yxk73vcfjkcx553j,37.59742934841657,19
did:plc:cauo5mufabsblrc2xvcctnuc,15.603355160236548,70
did:plc:cav6tvattvay2gve4agt56pl,4.085424030777758,75
did:plc:cavb27pcovgqp6cncomyv3j3,304.4111026738039,2
did:plc:cavooi77f7w44mzdulluhyq3,20.840422322409665,16
did:plc:cavwlrkjekkb3joax4e6oawf,12.785866321093646,580
did:plc:cavzasxfszsszp2ac44npnbw,29.083443249344505,1
did:plc:cawdky5aq3xbt6mfggcl3zf5,2.632688918842059,1
did:plc:cawgx6t4s2nayb4z3s7nq7hz,1.7302221963312259,793
did:plc:caxdf56t7rczh6jewkxh34r7,83.98762648872614,22
did:plc:caxgnjtggjbejhhdqdf3gr7z,34.16264100814737,17
did:plc:caxt2lbb735tzzriaiu5rsjg,2.600241121715542,1
did:plc:caylszjqtrnxfoh3flr2avl5,3.968272484952358,1
did:plc:cayr3rg377qvqnq6d36mwwoo,74.99295568089845,4
did:plc:cazazvjr7flzwjgpy6joincx,16.415289565929694,28
did:plc:cb2mvjonzxtacvep62uvg52u,16.805732648848632,6
did:plc:cb2o2kpvms3xdheida7riw7z,19.094491946901712,103
did:plc:cb2rfvyr2zasxtzn4ihmhedi,19.171484029089527,37
did:plc:cb35shnn4e3zb6fvhxu2dxtg,15.24563592227934,1
did:plc:cb4crmsfpvhlm54ydw5plykx,0.3680468611981013,911
did:plc:cb4d2ruxrb3xvzn4occpd4th,0.5639084497000076,649
did:plc:cb5irexv5mho6hiabpyq6spr,4.720061231281495,96
did:plc:cb6kbx2sfehryiq37h2huj3u,0.3617416118988801,182
did:plc:cb6uhto6bwvcx4anaq55konv,36.197589562995006,328
did:plc:cb76mgyxc3mqax5cp2vsd4xb,0.8780354794883941,327
did:plc:cb7bfgg2jzxt2hbelfzhwlcd,43.11396586734483,5
did:plc:cb7izmbzn7c2bvbr4vjtlglw,15.834802149685762,14
did:plc:cbakeftx337dvdsrsxevrrfz,4.522107007373058,2
did:plc:cbarh4dsjcjstfpffxp3456r,4.1467653883521125,24
did:plc:cbb22ja2ilshteqocnmx4nmr,27.84914440616163,11
did:plc:cbbvmtf7s7wcalvnqxnnaiu4,1.9168446857728185,86
did:plc:cbc7dnjbcscgnrpqz4vq3tqa,10.562073318921634,1
did:plc:cbce6kjs6ukktplg4ss65e6k,4.704805110201159,3
did:plc:cbcfj6lolga6m5otahydprgn,5.294411106050552,6
did:plc:cbcnjcqkwvu57335dutljfck,159.76060886938598,3
did:plc:cbd3n4tjb7rb7lihjajaurr7,1.58812537597756,19
did:plc:cbdgtu5bvnsjvkz2ouodnj2a,3.2603020042107693,1
did:plc:cbdwoo2j55ysesdubkf3ry4l,5.466853684227068,3
did:plc:cbdxsofw4gv2m7sa6kd2i6xf,17.903369045903293,40
did:plc:cbe4tvudggft2jtzdtrexcq7,29.899804916944383,2
did:plc:cbewphca6mfytml5ictx5oli,10.99518620955137,4
did:plc:cbf2tjigkp2ezdoxgmox23ou,5.77773755381856,1
did:plc:cbflsadl6os2hqeba3rq4hqs,65.86953362686721,1
did:plc:cbfrhvzdlanohqztp2mnp3lu,10.096938934171988,4
did:plc:cbgc6n7al6vlohoejnlq3upr,8.19739382850162,12
did:plc:cbgrcdoz7ih3kddgdejqwzag,0.5451708361298412,2
did:plc:cbh6q66qx5hp74d5pbj7qwl7,9.402723144467396,1
did:plc:cbhivbsyg6r4zdwzmnv2hhpm,8.044291833079301,8
did:plc:cbhnuflsctq2s7mu4iqcuauq,12.531572344515178,461
did:plc:cbhrvpa6mptoie4cft5wl6ij,5.855339099428903,28
did:plc:cbhyexjqn6oci67e25lnnwvj,15.026596350035293,257
did:plc:cbhzvdnn2bclqrs2ija7umr5,0.3757883536134475,786
did:plc:cbiccbez4pkxldpuzonuee2g,25.024880051701803,4
did:plc:cbieiaev2n4lhtblscgsw4en,527.3565642330747,6
did:plc:cbiigjo3fsebwatc32sokbub,15.392454625957967,6
did:plc:cbmbbue6vcbqleigh7afkyca,131.69126422494588,1
did:plc:cbmbdyqm3b4ipjkco5hxc373,66.19546226030945,12
did:plc:cbndu4instmn4vhm2tbbgppe,47.38123037490148,26
did:plc:cboib5wc3oc6ub46fwvsn4a7,71.83858645233667,5
did:plc:cboowiesumdnezk4unh6rafp,3.2489660758112735,1
did:plc:cborzlzohhnotusfdbfmbozn,0.41775386767741757,536
did:plc:cbostdbjpgjb2vuywbepa7iv,91.16891752669655,1
did:plc:cbqjjgqsmm376e6yvkisoblu,2.1612361338776247,203
did:plc:cbr7gqn5x3mbi3ehpoon4yyp,1.4510811282248137,7
did:plc:cbrovi5y43qg5sxfpoebk3fh,2.7165997220288607,2
did:plc:cbsfyaqlkubkui3zayodl3aw,36.21224564188946,3
did:plc:cbsi6inchgg5jkuz44tritae,43.89384897883487,1
did:plc:cbt4hxk53fhh3e6zjeq7m46l,8.967264654768657,28
did:plc:cbt5eqwuklbmycnkyzcxfoaw,9.879538639432596,21
did:plc:cbt5jrwyrhdcbcdqa6mnxnm7,28.61154993636794,7
did:plc:cbtb7ug65pu7hodbgi6vczoi,3.529867495194741,1
did:plc:cbtffpwns5iuvyus4ysmo747,35.16956859563607,2
did:plc:cbtoiyqupgu2mcqlex7hve6a,9.535225394417644,54
did:plc:cbtv5jpo7a34icktm7mhikol,0.7035661780064912,788
did:plc:cbtypp6kulcg3rhm6ywu7qyf,304.55401865728345,13
did:plc:cbujhwadtxbipmabubyfdu62,8.061658176751198,7
did:plc:cbv7dwfbqsq3msl2jyt6d3dp,7.6281610156428465,3
did:plc:cbvah4qk7xkonpwcoc4mny5m,400.64189904278913,1
did:plc:cbvhy5trebbuiyemvq5sgpos,0.23335733941257014,3702
did:plc:cbvj2qb6ownwcazrrlrp2a44,23.142599248704503,7
did:plc:cbvszoqtcywxew6vdl2uyghj,5.489135046656814,462
did:plc:cbvypnb6esb7cv6cewgqgyf4,24.41530560777617,25
did:plc:cbw6e4uggzgly7vfnde4rrac,17.32742591299103,1
did:plc:cbw6lnvd4aihwz5xd7kbngxl,0.43876778640181663,122
did:plc:cbwgijop4zjc5gkiibktnlrk,3.146423760233947,46
did:plc:cbwllfem3awi5xjb4xovd5qy,43.84901692019068,2
did:plc:cbwmhfifqwi7atjjw232cc2q,44.222196066732174,23
did:plc:cbxtmcwx277dsn3dkfoew7se,45.700002426902394,10
did:plc:cbxweo5y5xjxsmytwhcqt7al,29.91384680772417,34
did:plc:cbymyugzcavngjeaxgizc37y,11.248074493483774,2
did:plc:cbyz2hoaqe7ijfnwr3ehknh5,1.0498956041473482,302
did:plc:cbzhjndzpsrwjhrnxvsfkw2p,0.7019665066405272,7
did:plc:cbzy6jnuvg5xq7z56qiuxh4z,4.967789376273182,5
did:plc:cc22nqc5ue7b2dvpwkuak5zq,28.780279569471293,3
did:plc:cc2545tatsckdyyoeyi5pnyw,37.63607021375679,13
did:plc:cc27itsmwcwy67icckcqzt7h,24.735637213447355,190
did:plc:cc2dcqbecyyxpg532atgo67f,8.335257579575998,445
did:plc:cc2u7vxx6j7nbscyox3tszgi,175.2765223542422,4
did:plc:cc3ozchlaz4psjnj2snkbsjd,1.0256382766646004,268
did:plc:cc3zrubhw7bfptqo53mqptbu,0.7119475603323924,450
did:plc:cc5vrng7rf2zerek6xh7bhll,21.071680387523436,75
did:plc:cc6ae5v4dh4btwl3p4o7d27f,15.543602782133426,15
did:plc:cc6dolf4w42fess3hrqs4hfm,397.86738518752327,17
did:plc:cc6oa7kwfat6ka5gfvc36hpw,10.698118492542426,2
did:plc:cc7cy5vmsbkkxz7uki3ruckq,35.670243888530955,3
did:plc:cc7ty443hzq666hitrnghzgh,16.94877894529631,207
did:plc:cc7tzd4bb5sh6d5taioq256d,26.32015544899869,1
did:plc:cc7urdt6kyek5openhoptsy5,1.0709050896086447,1
did:plc:cc7xt2nhbcykuaupjqs6kt6f,6.981159656548161,1
did:plc:cca2wrh7adkx2eyedi27jali,0.6161855792561644,1856
did:plc:ccb454whan6njz5kvyucj3nq,1.048818637226399,705
did:plc:ccbcg5m6n5vx7q756fngmft5,1.5281591568970174,40
did:plc:ccbci3i3gb7kwegwenpmcvuo,15.308054195555462,7
did:plc:ccbcoipvoduugonbm4wtwknb,2.981337783563824,71
did:plc:ccbydfg23ws3dzmwaqkfhgvv,25.093655703651777,3
did:plc:cccpp4ooq56sygt76bclrtyp,14.993559467085282,15
did:plc:cccqfdqah2r75bhocwtewjmy,5.361584224557996,1
did:plc:cccus3n2vvic2f6x64blwk35,9.179436597196833,478
did:plc:ccczgd7rrebp3xongmggk4ul,2.1624026669385104,7
did:plc:ccdhxm67qvpezwqt32kvrwwl,4.910806966156824,49
did:plc:ccdjkysazwhtbtzgcqitkh7m,1.4687280799535525,9
did:plc:ccdrrkx5nnhq3lg4vhq7r44k,13.966384403475605,1
did:plc:ccdvftvwnfigrpeywg6shirw,7.270464487972533,1
did:plc:ccejpa7uuxsruyt64ltuqf7n,122.85080796357254,5
did:plc:ccelzhkybtqaa6sw3j64kedh,10.903053254196855,13
did:plc:ccfbf3xmy2p3vzpa3luj5xf3,29.58682498846214,4
did:plc:ccfeeitx46fty4dadqdvf4vg,1.985391284540357,81
did:plc:ccgbthffzp4yqfgy7ksvrdfe,4.215835531551601,1
did:plc:ccgdrdr4xzb4vtazi7rlkh5o,75.23415124257365,1
did:plc:ccgpv6cfxs2g7bdbi4t2rmuj,0.4836549151965171,788
did:plc:cchjsgmpzt7k2uiz3tqvscoy,10.533657759084003,55
did:plc:ccieqkbqqsvdfodtw4vfm2r2,10.023461874289683,49
did:plc:cciip4pb6dhqp672z7fqzfvz,4.653441431343659,244
did:plc:ccjkdkqao7fh7aqdozaunzr2,16.950950209999817,1
did:plc:ccjkxujjyyijafnsjkp3mzyh,3.178315224020582,44
did:plc:ccjrrpeptn3bsyetb5lidjcp,0.5921756141334336,701
did:plc:cckso2s45kkqkslna2qs7ovd,4.844108809192933,18
did:plc:cclahqgtsbrimiw75onlpj7o,31.52403836802094,3
did:plc:cclk5jioohuvbchwbtbtxjmj,51.40109967802893,5
did:plc:ccltwtqgsmshfp6jgbwr4lha,21.165155264016533,216
did:plc:cclybpxubn63ufmsjeky2uyi,25.776177409191405,42
did:plc:ccm7gttkbfs2eyyrlpshmeun,8.533709724088128,1037
did:plc:ccmilmk4i4azqh4eo4ycnvoc,10.605869940570056,7
did:plc:ccn5w2yjhr7wfj2efan5z5ol,71.92131593559456,14
did:plc:ccnius56gtvqshbo7ptfubbx,5.777737552318699,1
did:plc:ccnpz2zzij7f2slbhpkb27ie,2.372721240900274,102
did:plc:ccnscwnxtyi6c7xmenj4qql6,11.275824231262888,1
did:plc:ccnub3ftscj5b3y2fq6nkppb,7.150168999709194,5
did:plc:ccockobeut75xbfcowbvo6zx,7.757005598043605,1
did:plc:ccoidmksybepsrcxvem7egj7,11.501250664377443,8
did:plc:ccoiwz4tfea75pwfurrdc3gn,1.9199095269099864,2
did:plc:ccpa4sjdycmxl5qybha7pobf,9.839737336979212,1
